index,term,idf
2389,"allow",8.22911
2390,"allowed",8.22911
2391,"although",8.22911
2392,"alwys",8.22911
2393,"among",8.22911
2394,"amused",8.22911
2395,"amy",8.22911
2396,"animation",8.22911
2397,"annie",8.22911
2398,"anniversary",8.22911
2399,"annoying",8.22911
2400,"anot",8.22911
2401,"ansr",8.22911
2402,"answered",8.22911
2403,"anthony",8.22911
2404,"anywhere",8.22911
2405,"apart",8.22911
2406,"application",8.22911
2407,"appreciated",8.22911
2408,"approx",8.22911
2409,"arcade",8.22911
2410,"argue",8.22911
2411,"arm",8.22911
2412,"arsenal",8.22911
2413,"arts",8.22911
2414,"ashley",8.22911
2415,"asks",8.22911
2416,"audrey",8.22911
2417,"august",8.22911
2418,"aunt",8.22911
2419,"aunts",8.22911
2420,"av",8.22911
2421,"avent",8.22911
2422,"avoid",8.22911
2423,"avoiding",8.22911
2424,"aww",8.22911
2425,"babies",8.22911
2426,"banks",8.22911
2427,"bar",8.22911
2428,"base",8.22911
2429,"basically",8.22911
2430,"batch",8.22911
2431,"battle",8.22911
2432,"bbd",8.22911
2433,"bc",8.22911
2434,"bck",8.22911
2435,"bears",8.22911
2436,"beauty",8.22911
2437,"bec",8.22911
2438,"becoz",8.22911
2439,"bedrm",8.22911
2440,"beg",8.22911
2441,"behave",8.22911
2442,"beloved",8.22911
2443,"benefits",8.22911
2444,"bid",8.22911
2445,"bigger",8.22911
2446,"biggest",8.22911
2447,"billion",8.22911
2448,"birthdate",8.22911
2449,"bite",8.22911
2450,"bk",8.22911
2451,"blackberry",8.22911
2452,"blame",8.22911
2453,"blank",8.22911
2454,"bless",8.22911
2455,"blessings",8.22911
2456,"bloke",8.22911
2457,"boat",8.22911
2458,"books",8.22911
2459,"boost",8.22911
2460,"borin",8.22911
2461,"borrow",8.22911
2462,"bottle",8.22911
2463,"box326",8.22911
2464,"box334sk38ch",8.22911
2465,"box95qu",8.22911
2466,"box97n7qp",8.22911
2467,"bread",8.22911
2468,"breath",8.22911
2469,"breathe",8.22911
2470,"bright",8.22911
2471,"bristol",8.22911
2472,"bro",8.22911
2473,"broken",8.22911
2474,"bros",8.22911
2475,"bruce",8.22911
2476,"bruv",8.22911
2477,"buffet",8.22911
2478,"build",8.22911
2479,"building",8.22911
2480,"burns",8.22911
2481,"buses",8.22911
2482,"business",8.22911
2483,"butt",8.22911
2484,"bye",8.22911
2485,"cabin",8.22911
2486,"calculation",8.22911
2487,"calicut",8.22911
2488,"call09050000327",8.22911
2489,"callback",8.22911
2490,"callcost",8.22911
2491,"callers",8.22911
2492,"callertune",8.22911
2493,"callin",8.22911
2494,"calm",8.22911
2495,"canada",8.22911
2496,"canary",8.22911
2497,"cancelled",8.22911
2498,"cann",8.22911
2499,"cannot",8.22911
2500,"capital",8.22911
2501,"captain",8.22911
2502,"cared",8.22911
2503,"carefully",8.22911
2504,"cares",8.22911
2505,"caring",8.22911
2506,"caroline",8.22911
2507,"cashto",8.22911
2508,"castor",8.22911
2509,"catching",8.22911
2510,"causing",8.22911
2511,"cdgt",8.22911
2512,"cds",8.22911
2513,"certainly",8.22911
2514,"chain",8.22911
2515,"channel",8.22911
2516,"character",8.22911
2517,"charity",8.22911
2518,"chart",8.22911
2519,"cheaper",8.22911
2520,"cheat",8.22911
2521,"cheer",8.22911
2522,"child",8.22911
2523,"childish",8.22911
2524,"chill",8.22911
2525,"chillin",8.22911
2526,"china",8.22911
2527,"chinese",8.22911
2528,"chip",8.22911
2529,"chocolate",8.22911
2530,"chosen",8.22911
2531,"citizen",8.22911
2532,"claire",8.22911
2533,"classes",8.22911
2534,"cld",8.22911
2535,"clear",8.22911
2536,"cleared",8.22911
2537,"clearing",8.22911
2538,"clearly",8.22911
2539,"clever",8.22911
2540,"closer",8.22911
2541,"closes",8.22911
2542,"clothes",8.22911
2543,"cm",8.22911
2544,"cm2",8.22911
2545,"cn",8.22911
2546,"coast",8.22911
2547,"collected",8.22911
2548,"comfort",8.22911
2549,"concentrate",8.22911
2550,"concert",8.22911
2551,"condition",8.22911
2552,"conform",8.22911
2553,"confused",8.22911
2554,"confuses",8.22911
2555,"connections",8.22911
2556,"constant",8.22911
2557,"convincing",8.22911
2558,"cook",8.22911
2559,"cooked",8.22911
2560,"cookies",8.22911
2561,"cooking",8.22911
2562,"coping",8.22911
2563,"correction",8.22911
2564,"costing",8.22911
2565,"count",8.22911
2566,"countin",8.22911
2567,"cramps",8.22911
2568,"craziest",8.22911
2569,"created",8.22911
2570,"creepy",8.22911
2571,"crisis",8.22911
2572,"cry",8.22911
2573,"csbcm4235wc1n3xx",8.22911
2574,"cuddling",8.22911
2575,"curry",8.22911
2576,"cust",8.22911
2577,"custom",8.22911
2578,"customers",8.22911
2579,"dance",8.22911
2580,"dancing",8.22911
2581,"datebox1282essexcm61xn",8.22911
2582,"dealer",8.22911
2583,"dealing",8.22911
2584,"death",8.22911
2585,"deciding",8.22911
2586,"decisions",8.22911
2587,"definite",8.22911
2588,"delay",8.22911
2589,"delete",8.22911
2590,"delivered",8.22911
2591,"deliveredtomorrow",8.22911
2592,"demand",8.22911
2593,"department",8.22911
2594,"desert",8.22911
2595,"desires",8.22911
2596,"desparate",8.22911
2597,"desperate",8.22911
2598,"despite",8.22911
2599,"detroit",8.22911
2600,"deus",8.22911
2601,"dhoni",8.22911
2602,"di",8.22911
2603,"dick",8.22911
2604,"diet",8.22911
2605,"diff",8.22911
2606,"difference",8.22911
2607,"difficulties",8.22911
2608,"dignity",8.22911
2609,"dirty",8.22911
2610,"discreet",8.22911
2611,"distract",8.22911
2612,"disturbing",8.22911
2613,"division",8.22911
2614,"diwali",8.22911
2615,"doc",8.22911
2616,"dokey",8.22911
2617,"dollar",8.22911
2618,"donno",8.22911
2619,"dorm",8.22911
2620,"dot",8.22911
2621,"doubt",8.22911
2622,"downloaded",8.22911
2623,"dresser",8.22911
2624,"drinks",8.22911
2625,"drms",8.22911
2626,"drove",8.22911
2627,"drunken",8.22911
2628,"duchess",8.22911
2629,"durban",8.22911
2630,"ear",8.22911
2631,"east",8.22911
2632,"easter",8.22911
2633,"ebay",8.22911
2634,"edge",8.22911
2635,"edu",8.22911
2636,"effect",8.22911
2637,"egg",8.22911
2638,"eggs",8.22911
2639,"ela",8.22911
2640,"elaine",8.22911
2641,"elsewhere",8.22911
2642,"eng",8.22911
2643,"engin",8.22911
2644,"enjoyin",8.22911
2645,"error",8.22911
2646,"ese",8.22911
2647,"euro",8.22911
2648,"euro2004",8.22911
2649,"europe",8.22911
2650,"eveb",8.22911
2651,"evenings",8.22911
2652,"everyday",8.22911
2653,"everywhere",8.22911
2654,"evn",8.22911
2655,"executive",8.22911
2656,"exeter",8.22911
2657,"exhaust",8.22911
2658,"exhausted",8.22911
2659,"expired",8.22911
2660,"explosive",8.22911
2661,"express",8.22911
2662,"expression",8.22911
2663,"expressoffer",8.22911
2664,"eye",8.22911
2665,"fab",8.22911
2666,"faggy",8.22911
2667,"failed",8.22911
2668,"fair",8.22911
2669,"fake",8.22911
2670,"fan",8.22911
2671,"fantasy",8.22911
2672,"faster",8.22911
2673,"fastest",8.22911
2674,"fault",8.22911
2675,"fav",8.22911
2676,"fave",8.22911
2677,"favour",8.22911
2678,"fear",8.22911
2679,"feet",8.22911
2680,"field",8.22911
2681,"figures",8.22911
2682,"files",8.22911
2683,"filled",8.22911
2684,"fire",8.22911
2685,"fit",8.22911
2686,"flag",8.22911
2687,"flies",8.22911
2688,"flip",8.22911
2689,"fly",8.22911
2690,"fml",8.22911
2691,"foot",8.22911
2692,"force",8.22911
2693,"forevr",8.22911
2694,"forgiven",8.22911
2695,"forgotten",8.22911
2696,"format",8.22911
2697,"forms",8.22911
2698,"forum",8.22911
2699,"forums",8.22911
2700,"four",8.22911
2701,"fran",8.22911
2702,"freedom",8.22911
2703,"freezing",8.22911
2704,"fret",8.22911
2705,"fringe",8.22911
2706,"frog",8.22911
2707,"fromm",8.22911
2708,"frying",8.22911
2709,"fucked",8.22911
2710,"fujitsu",8.22911
2711,"ful",8.22911
2712,"fullonsms",8.22911
2713,"funeral",8.22911
2714,"furniture",8.22911
2715,"g696ga",8.22911
2716,"gain",8.22911
2717,"ganesh",8.22911
2718,"gang",8.22911
2719,"gap",8.22911
2720,"garbage",8.22911
2721,"gautham",8.22911
2722,"geeeee",8.22911
2723,"gender",8.22911
2724,"generally",8.22911
2725,"gentleman",8.22911
2726,"getstop",8.22911
2727,"gist",8.22911
2728,"giv",8.22911
2729,"gm",8.22911
2730,"goodnite",8.22911
2731,"goodo",8.22911
2732,"gotten",8.22911
2733,"govt",8.22911
2734,"grace",8.22911
2735,"granite",8.22911
2736,"gravity",8.22911
2737,"grow",8.22911
2738,"growing",8.22911
2739,"guessing",8.22911
2740,"h",8.22911
2741,"hallaq",8.22911
2742,"ham",8.22911
2743,"handed",8.22911
2744,"handle",8.22911
2745,"hang",8.22911
2746,"hanging",8.22911
2747,"happend",8.22911
2748,"harry",8.22911
2749,"hasn",8.22911
2750,"heading",8.22911
2751,"heads",8.22911
2752,"hella",8.22911
2753,"helpline",8.22911
2754,"hence",8.22911
2755,"hex",8.22911
2756,"hide",8.22911
2757,"hint",8.22911
2758,"hip",8.22911
2759,"hm",8.22911
2760,"ho",8.22911
2761,"hockey",8.22911
2762,"hol",8.22911
2763,"hor",8.22911
2764,"horny",8.22911
2765,"hospitals",8.22911
2766,"hrishi",8.22911
2767,"hubby",8.22911
2768,"huge",8.22911
2769,"hugs",8.22911
2770,"hurting",8.22911
2771,"hv",8.22911
2772,"hyde",8.22911
2773,"iam",8.22911
2774,"ibhltd",8.22911
2775,"ideal",8.22911
2776,"ideas",8.22911
2777,"imp",8.22911
2778,"impatient",8.22911
2779,"impossible",8.22911
2780,"improve",8.22911
2781,"improved",8.22911
2782,"in2",8.22911
2783,"inch",8.22911
2784,"inconsiderate",8.22911
2785,"indian",8.22911
2786,"indians",8.22911
2787,"individual",8.22911
2788,"indyarocks",8.22911
2789,"infront",8.22911
2790,"inshah",8.22911
2791,"instantly",8.22911
2792,"instituitions",8.22911
2793,"insurance",8.22911
2794,"intelligent",8.22911
2795,"interest",8.22911
2796,"iscoming",8.22911
2797,"items",8.22911
2798,"itz",8.22911
2799,"iz",8.22911
2800,"jacket",8.22911
2801,"jason",8.22911
2802,"jenny",8.22911
2803,"jess",8.22911
2804,"jia",8.22911
2805,"jiayin",8.22911
2806,"joanna",8.22911
2807,"jogging",8.22911
2808,"jokes",8.22911
2809,"jokin",8.22911
2810,"jolly",8.22911
2811,"jolt",8.22911
2812,"juan",8.22911
2813,"juicy",8.22911
2814,"july",8.22911
2815,"kappa",8.22911
2816,"kay",8.22911
2817,"keeps",8.22911
2818,"kent",8.22911
2819,"kg",8.22911
2820,"kicks",8.22911
2821,"kid",8.22911
2822,"kidding",8.22911
2823,"kidz",8.22911
2824,"killed",8.22911
2825,"knowing",8.22911
2826,"kz",8.22911
2827,"lag",8.22911
2828,"langport",8.22911
2829,"language",8.22911
2830,"lately",8.22911
2831,"laughing",8.22911
2832,"laundry",8.22911
2833,"ldnw15h",8.22911
2834,"le",8.22911
2835,"lecture",8.22911
2836,"lib",8.22911
2837,"licks",8.22911
2838,"lido",8.22911
2839,"linerental",8.22911
2840,"lion",8.22911
2841,"listening",8.22911
2842,"literally",8.22911
2843,"liverpool",8.22911
2844,"lives",8.22911
2845,"lk",8.22911
2846,"lo",8.22911
2847,"location",8.22911
2848,"lock",8.22911
2849,"loose",8.22911
2850,"losing",8.22911
2851,"lotta",8.22911
2852,"lou",8.22911
2853,"lousy",8.22911
2854,"lov",8.22911
2855,"loveme",8.22911
2856,"lovers",8.22911
2857,"loyal",8.22911
2858,"ls15hb",8.22911
2859,"lst",8.22911
2860,"lush",8.22911
2861,"lux",8.22911
2862,"lyk",8.22911
2863,"m263uz",8.22911
2864,"m8s",8.22911
2865,"mag",8.22911
2866,"magical",8.22911
2867,"mahal",8.22911
2868,"mails",8.22911
2869,"main",8.22911
2870,"maintain",8.22911
2871,"major",8.22911
2872,"makin",8.22911
2873,"male",8.22911
2874,"managed",8.22911
2875,"map",8.22911
2876,"mas",8.22911
2877,"matches",8.22911
2878,"math",8.22911
2879,"matrix3",8.22911
2880,"mb",8.22911
2881,"mca",8.22911
2882,"meal",8.22911
2883,"measure",8.22911
2884,"meets",8.22911
2885,"mei",8.22911
2886,"mel",8.22911
2887,"melt",8.22911
2888,"members",8.22911
2889,"mental",8.22911
2890,"menu",8.22911
2891,"middle",8.22911
2892,"mids",8.22911
2893,"minimum",8.22911
2894,"minor",8.22911
2895,"missin",8.22911
2896,"mistakes",8.22911
2897,"mix",8.22911
2898,"mk45",8.22911
2899,"mmmmm",8.22911
2900,"mnth",8.22911
2901,"mobilesdirect",8.22911
2902,"mobilesvary",8.22911
2903,"module",8.22911
2904,"modules",8.22911
2905,"mojibiola",8.22911
2906,"monkeys",8.22911
2907,"mono",8.22911
2908,"monthly",8.22911
2909,"morn",8.22911
2910,"mornin",8.22911
2911,"morphine",8.22911
2912,"mostly",8.22911
2913,"mouth",8.22911
2914,"movietrivia",8.22911
2915,"moving",8.22911
2916,"ms",8.22911
2917,"msging",8.22911
2918,"mtmsgrcvd18",8.22911
2919,"murder",8.22911
2920,"mystery",8.22911
2921,"nag",8.22911
2922,"named",8.22911
2923,"nap",8.22911
2924,"nasdaq",8.22911
2925,"nat",8.22911
2926,"nature",8.22911
2927,"nb",8.22911
2928,"ne",8.22911
2929,"necessary",8.22911
2930,"neck",8.22911
2931,"neither",8.22911
2932,"nervous",8.22911
2933,"netcollex",8.22911
2934,"networks",8.22911
2935,"neway",8.22911
2936,"newest",8.22911
2937,"nokias",8.22911
2938,"northampton",8.22911
2939,"note",8.22911
2940,"nothin",8.22911
2941,"nowadays",8.22911
2942,"nus",8.22911
2943,"nydc",8.22911
2944,"occupy",8.22911
2945,"odi",8.22911
2946,"oic",8.22911
2947,"okey",8.22911
2948,"oni",8.22911
2949,"onion",8.22911
2950,"opening",8.22911
2951,"opinions",8.22911
2952,"or2stoptxt",8.22911
2953,"oranges",8.22911
2954,"oru",8.22911
2955,"otside",8.22911
2956,"ovulation",8.22911
2957,"ow",8.22911
2958,"oz",8.22911
2959,"pack",8.22911
2960,"painful",8.22911
2961,"pandy",8.22911
2962,"pap",8.22911
2963,"papers",8.22911
2964,"paperwork",8.22911
2965,"paragon",8.22911
2966,"parco",8.22911
2967,"patty",8.22911
2968,"payment",8.22911
2969,"payoh",8.22911
2970,"peace",8.22911
2971,"pee",8.22911
2972,"pen",8.22911
2973,"pending",8.22911
2974,"penis",8.22911
2975,"persons",8.22911
2976,"petrol",8.22911
2977,"pg",8.22911
2978,"phoenix",8.22911
2979,"phoned",8.22911
2980,"php",8.22911
2981,"picture",8.22911
2982,"piece",8.22911
2983,"pieces",8.22911
2984,"pimples",8.22911
2985,"piss",8.22911
2986,"placement",8.22911
2987,"plane",8.22911
2988,"planet",8.22911
2989,"plaza",8.22911
2990,"pobox36504w45wq",8.22911
2991,"pobox45w2tg150p",8.22911
2992,"pod",8.22911
2993,"poker",8.22911
2994,"polo",8.22911
2995,"polyph",8.22911
2996,"pongal",8.22911
2997,"pool",8.22911
2998,"popcorn",8.22911
2999,"possession",8.22911
